flight_no.,date_and_time_(utc),"version,_booster[j]",launch_site,payload_mass_kg,payload_mass,orbit,customer,launch_outcome,booster_landing,launch_date
542,"Launch of 28 Starlink v2 mini optimized satellites to a 295 km (183 mi) orbit at an inclination of 53° to expand internet constellation. 47 launches were carried out in this complex this year, surpassing last year with 46 launches carried out.","Launch of 28 Starlink v2 mini optimized satellites to a 295 km (183 mi) orbit at an inclination of 53° to expand internet constellation. 47 launches were carried out in this complex this year, surpassing last year with 46 launches carried out.","Launch of 28 Starlink v2 mini optimized satellites to a 295 km (183 mi) orbit at an inclination of 53° to expand internet constellation. 47 launches were carried out in this complex this year, surpassing last year with 46 launches carried out.",28.0,"Launch of 28 Starlink v2 mini optimized satellites to a 295 km (183 mi) orbit at an inclination of 53° to expand internet constellation. 47 launches were carried out in this complex this year, surpassing last year with 46 launches carried out.","Launch of 28 Starlink v2 mini optimized satellites to a 295 km (183 mi) orbit at an inclination of 53° to expand internet constellation. 47 launches were carried out in this complex this year, surpassing last year with 46 launches carried out.","Launch of 28 Starlink v2 mini optimized satellites to a 295 km (183 mi) orbit at an inclination of 53° to expand internet constellation. 47 launches were carried out in this complex this year, surpassing last year with 46 launches carried out.","Launch of 28 Starlink v2 mini optimized satellites to a 295 km (183 mi) orbit at an inclination of 53° to expand internet constellation. 47 launches were carried out in this complex this year, surpassing last year with 46 launches carried out.","Launch of 28 Starlink v2 mini optimized satellites to a 295 km (183 mi) orbit at an inclination of 53° to expand internet constellation. 47 launches were carried out in this complex this year, surpassing last year with 46 launches carried out.",
543,"October 7, 2025 06:46[427]",F9 B5 B1090‑8,"Cape Canaveral, SLC‑40",10.0,"~16,100 kg (35,500 lb)",LEO,SpaceX,Success,Success (ASOG),2025-10-07
543,Launch of 28 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. 90th Starlink mission of 2025.,Launch of 28 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. 90th Starlink mission of 2025.,Launch of 28 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. 90th Starlink mission of 2025.,28.0,Launch of 28 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. 90th Starlink mission of 2025.,Launch of 28 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. 90th Starlink mission of 2025.,Launch of 28 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. 90th Starlink mission of 2025.,Launch of 28 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. 90th Starlink mission of 2025.,Launch of 28 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. 90th Starlink mission of 2025.,
544,"October 8, 2025 03:54[428]",F9 B5 B1071‑29,"Vandenberg, SLC‑4E",11.0,"~16,100 kg (35,500 lb)",LEO,SpaceX,Success,Success (OCISLY),2025-10-08
544,Launch of 28 Starlink v2 mini optimized satellites to a 295 km (183 mi) orbit at an inclination of 53° to expand internet constellation.,Launch of 28 Starlink v2 mini optimized satellites to a 295 km (183 mi) orbit at an inclination of 53° to expand internet constellation.,Launch of 28 Starlink v2 mini optimized satellites to a 295 km (183 mi) orbit at an inclination of 53° to expand internet constellation.,28.0,Launch of 28 Starlink v2 mini optimized satellites to a 295 km (183 mi) orbit at an inclination of 53° to expand internet constellation.,Launch of 28 Starlink v2 mini optimized satellites to a 295 km (183 mi) orbit at an inclination of 53° to expand internet constellation.,Launch of 28 Starlink v2 mini optimized satellites to a 295 km (183 mi) orbit at an inclination of 53° to expand internet constellation.,Launch of 28 Starlink v2 mini optimized satellites to a 295 km (183 mi) orbit at an inclination of 53° to expand internet constellation.,Launch of 28 Starlink v2 mini optimized satellites to a 295 km (183 mi) orbit at an inclination of 53° to expand internet constellation.,
545,"October 14, 2025 01:58[429]",F9 B5 B1091‑2,"Cape Canaveral, SLC‑40",24.0,"~14,784 kg (32,593 lb)",LEO,Amazon (Kuiper Systems),Success,Success (ASOG),2025-10-14
545,Third of three Falcon 9 launches in support of Amazon's Project Kuiper internet constellation.[374] Final Kuiper launch prior to its renaming to Amazon Leo.,Third of three Falcon 9 launches in support of Amazon's Project Kuiper internet constellation.[374] Final Kuiper launch prior to its renaming to Amazon Leo.,Third of three Falcon 9 launches in support of Amazon's Project Kuiper internet constellation.[374] Final Kuiper launch prior to its renaming to Amazon Leo.,9.0,Third of three Falcon 9 launches in support of Amazon's Project Kuiper internet constellation.[374] Final Kuiper launch prior to its renaming to Amazon Leo.,Third of three Falcon 9 launches in support of Amazon's Project Kuiper internet constellation.[374] Final Kuiper launch prior to its renaming to Amazon Leo.,Third of three Falcon 9 launches in support of Amazon's Project Kuiper internet constellation.[374] Final Kuiper launch prior to its renaming to Amazon Leo.,Third of three Falcon 9 launches in support of Amazon's Project Kuiper internet constellation.[374] Final Kuiper launch prior to its renaming to Amazon Leo.,Third of three Falcon 9 launches in support of Amazon's Project Kuiper internet constellation.[374] Final Kuiper launch prior to its renaming to Amazon Leo.,
546,"October 15, 2025 23:06[430]",F9 B5 B1093‑7,"Vandenberg, SLC‑4E",1.0,Unknown,Polar LEO,SDA,Success,Success (OCISLY),2025-10-15
546,Launch part of Phase 2 US Space Force contract awarded in 2022.[410][431],Launch part of Phase 2 US Space Force contract awarded in 2022.[410][431],Launch part of Phase 2 US Space Force contract awarded in 2022.[410][431],2.0,Launch part of Phase 2 US Space Force contract awarded in 2022.[410][431],Launch part of Phase 2 US Space Force contract awarded in 2022.[410][431],Launch part of Phase 2 US Space Force contract awarded in 2022.[410][431],Launch part of Phase 2 US Space Force contract awarded in 2022.[410][431],Launch part of Phase 2 US Space Force contract awarded in 2022.[410][431],
547,"October 16, 2025 09:27[432]",F9 B5 B1095‑3,"Cape Canaveral, SLC‑40",10.0,"~16,100 kg (35,500 lb)",LEO,SpaceX,Success,Success (JRTI),2025-10-16
547,"Launch of 28 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. 500th landing of a Falcon first stage booster. Fastest launch to launch from the same American Launch Pad at 55 hours, 29 minutes and 9 seconds. Fastest Transporter Erector roll-in to hangar for booster integration to launch at 12 hours, 5 minutes, 20 seconds. 1st time flying a fairing half for the 34th time.","Launch of 28 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. 500th landing of a Falcon first stage booster. Fastest launch to launch from the same American Launch Pad at 55 hours, 29 minutes and 9 seconds. Fastest Transporter Erector roll-in to hangar for booster integration to launch at 12 hours, 5 minutes, 20 seconds. 1st time flying a fairing half for the 34th time.","Launch of 28 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. 500th landing of a Falcon first stage booster. Fastest launch to launch from the same American Launch Pad at 55 hours, 29 minutes and 9 seconds. Fastest Transporter Erector roll-in to hangar for booster integration to launch at 12 hours, 5 minutes, 20 seconds. 1st time flying a fairing half for the 34th time.",28.0,"Launch of 28 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. 500th landing of a Falcon first stage booster. Fastest launch to launch from the same American Launch Pad at 55 hours, 29 minutes and 9 seconds. Fastest Transporter Erector roll-in to hangar for booster integration to launch at 12 hours, 5 minutes, 20 seconds. 1st time flying a fairing half for the 34th time.","Launch of 28 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. 500th landing of a Falcon first stage booster. Fastest launch to launch from the same American Launch Pad at 55 hours, 29 minutes and 9 seconds. Fastest Transporter Erector roll-in to hangar for booster integration to launch at 12 hours, 5 minutes, 20 seconds. 1st time flying a fairing half for the 34th time.","Launch of 28 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. 500th landing of a Falcon first stage booster. Fastest launch to launch from the same American Launch Pad at 55 hours, 29 minutes and 9 seconds. Fastest Transporter Erector roll-in to hangar for booster integration to launch at 12 hours, 5 minutes, 20 seconds. 1st time flying a fairing half for the 34th time.","Launch of 28 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. 500th landing of a Falcon first stage booster. Fastest launch to launch from the same American Launch Pad at 55 hours, 29 minutes and 9 seconds. Fastest Transporter Erector roll-in to hangar for booster integration to launch at 12 hours, 5 minutes, 20 seconds. 1st time flying a fairing half for the 34th time.","Launch of 28 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. 500th landing of a Falcon first stage booster. Fastest launch to launch from the same American Launch Pad at 55 hours, 29 minutes and 9 seconds. Fastest Transporter Erector roll-in to hangar for booster integration to launch at 12 hours, 5 minutes, 20 seconds. 1st time flying a fairing half for the 34th time.",
548,"October 19, 2025 17:39[433]",F9 B5 B1067‑31,"Cape Canaveral, SLC‑40",10.0,"~16,100 kg (35,500 lb)",LEO,SpaceX,Success,Success (ASOG),2025-10-19
548,Launch of 28 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. First booster to fly 31 missions.,Launch of 28 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. First booster to fly 31 missions.,Launch of 28 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. First booster to fly 31 missions.,28.0,Launch of 28 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. First booster to fly 31 missions.,Launch of 28 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. First booster to fly 31 missions.,Launch of 28 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. First booster to fly 31 missions.,Launch of 28 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. First booster to fly 31 missions.,Launch of 28 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. First booster to fly 31 missions.,
549,"October 19, 2025 19:24[434]",F9 B5 B1088‑11,"Vandenberg, SLC‑4E",11.0,"~16,100 kg (35,500 lb)",LEO,SpaceX,Success,Success (OCISLY),2025-10-19
